Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
0,0.006594159377924642,180,0.001562726765234585,180
10.98742686768677,0.006325438562718052,0.6334402776861667,0.001502731024792782,177.1184915788109
21.97485373537354,0.004173824645107092,2.573115602362116,0.001024737154602347,174.1049190176445
32.96228060306031,0.001213398899193296,14.93723027782784,0.0003727483686518419,164.4092065709142
43.94970747074707,0.0003362095152176203,97.82341382306784,0.0001330368220468278,135.4951428956425
54.93713433843384,0.0003175986042651774,118.979191842887,0.0001198401183341502,129.7078125858381
65.92456120612061,0.0002499301223540459,122.9824042698823,0.0001222486339230682,128.6885762749777
76.91198807380738,0.0001463602202236154,138.073901407454,0.0001375983225503922,115.6547944315748
87.89941494149414,9.942668706004068e-05,167.0345778701502,0.0001439026001206968,100.8425215021412
98.88684180918091,0.0001263809994995939,152.9075870738218,0.0001250961432187869,78.10788639613327
109.8742686768677,0.0001845433786367947,147.0155109422574,0.0001114541129395785,62.11235760120301
120.8616955445545,0.0001646284678714954,161.5606554555928,7.245656592270988e-05,46.99948664033253
131.8491224122412,0.0001032807562400455,17.68046140152809,7.160449522791876e-05,0.4839565963988306
142.836549279928,8.624414055822859e-05,63.88641020847205,8.689328331527709e-05,154.3621793685834
153.8239761476148,0.0001153119279473375,90.54266691776743,0.0001102363641051742,134.3172723520492
164.8114030153015,0.0001155627632738487,107.9666459900466,0.0001558426782746691,145.6846351172478
175.7988298829883,6.173842437808115e-05,174.4843874989525,0.000182073517004658,160.8590566516558
186.7862567506751,0.000124233532171739,57.5683979121466,0.0001510759512717927,171.7973218997528
197.7736836183618,0.000172433216358446,60.46735667840309,9.326272783629612e-05,19.05818830682424
208.7611104860486,0.0001968683012616499,47.59621376766648,6.467866216089089e-05,68.04470704872662
219.7485373537353,0.0001824737951581477,27.1605265688687,5.329024862445397e-05,116.9656106962083
230.7359642214221,0.000141711842418017,162.911393134645,5.570871331406401e-05,141.4400715078771
241.7233910891089,0.0001751644478960676,126.2352371524478,4.578928123615014e-05,109.2891342635374
252.7108179567957,0.0001881329491479647,118.5482131419018,5.387266576632321e-05,79.85777847242467
263.6982448244825,0.0001776816235817932,113.1029576765387,4.726092720866034e-05,78.20360074660108
274.6856716921692,0.0001449593548224942,115.7634407009157,5.154084326761531e-05,70.41621378055613
285.673098559856,0.0001032842440092794,122.5440490002009,4.286731240025017e-05,71.16942092785195
296.6605254275427,7.318606793464444e-05,115.5887234887909,2.367011515848392e-05,140.6401605214221
307.6479522952295,2.745395606829225e-05,92.83096519740631,5.150766197851598e-05,128.2765629022425
318.6353791629163,4.946276709459606e-05,139.771675886036,2.348685494155544e-05,142.8817599189681
329.622806030603,0.0001117371249619857,133.0391843018178,9.478305430007325e-06,166.3591574643257
340.6102328982898,0.0001282507723592114,130.5872750808086,2.683511120410724e-05,153.4747295038982
351.5976597659766,9.704656297861801e-05,122.4175012033119,3.403448878859485e-05,162.3632969390485
362.5850866336634,6.303088206070666e-05,96.35175341700742,5.596494842140124e-05,28.92703514915268
373.5725135013501,6.310820098607928e-05,43.01861176022611,9.11663181764804e-05,53.91503114824028
384.5599403690369,9.75130702324562e-05,16.8097810523339,0.0001261531667590029,52.08837646447252
395.5473672367236,0.0001315524832602783,20.68152566701126,0.0001634867049557507,40.41666596965873
406.5347941044104,0.0001832422204035854,41.79780279588863,0.0001473048637069387,41.76233438166651
417.5222209720972,0.0002385784324165608,56.55831812097414,0.0001137519931303851,52.15364091197081
428.509647839784,0.0002518655601825069,61.28846820376175,0.0001048319941351816,55.68259069294147
439.4970747074707,0.0002572396504215923,70.09142457777052,8.934279525583335e-05,69.73073303322072
450.4845015751575,0.0002253965491116667,83.23743033631695,7.53367525641958e-05,72.99608140216101
461.4719284428443,0.0001187835884816431,95.43495677106939,6.391945743183512e-05,30.75381456840631
472.459355310531,4.503250136106469e-05,116.1912057515777,8.406825032794725e-05,162.5815388751383
483.4467821782178,2.822356236753754e-05,129.3574978933949,0.0001094423522456999,146.2141612581164
494.4342090459045,1.006362372468413e-05,10.62324729239546,0.0001137264013950914,144.166603722987
505.4216359135913,2.759839755971112e-05,84.29574477587077,0.0001067033344461356,145.6563770433977
516.4090627812781,3.032384765144061e-05,68.16038443965751,7.674152672410218e-05,164.1729724485376
527.3964896489649,4.774237327817017e-05,21.50236979415804,6.948001814753581e-05,26.88600749169746
538.3839165166517,7.968678815641991e-05,20.01408762565692,7.502390618057366e-05,48.24614125005224
549.3713433843384,0.000107816796279557,21.49965554479273,7.754436346354366e-05,69.1437321690354
560.3587702520251,0.0001321755276186595,19.39532028624889,8.934830377421913e-05,71.23273908428989
571.346197119712,0.0001287365647048436,28.83130198751713,0.0001009759134882142,69.03535987693901
582.3336239873987,9.877842488021013e-05,46.99450940718038,0.0001069569683636337,80.06782379620942
593.3210508550854,7.178152349035107e-05,69.42699121303728,0.0001123769461964887,92.73565851023046
604.3084777227722,6.806003088691169e-05,85.66938747562186,0.0001234979421307755,104.0865198958169
615.295904590459,5.919575728874397e-05,85.59137495420457,0.0001312321320926498,114.9940796989617
626.2833314581458,5.176855193938663e-05,70.06670384714828,0.0001392694760457893,127.2460003020181
637.2707583258325,7.54851036393631e-05,52.06240757994927,0.0001299216974941461,136.8382925016546
648.2581851935194,9.416577672331851e-05,37.44491341100992,6.789067066567995e-05,132.9955567496825
659.2456120612061,8.715604037964011e-05,20.5802152181405,9.914286525135117e-06,35.85726550375789
670.2330389288928,5.760954600307768e-05,174.7247793401646,4.13916003468652e-05,136.2267179039707
681.2204657965796,4.859841140354297e-05,114.6811175858953,5.265551309865843e-05,136.4655133877833
692.2078926642664,5.23605766133009e-05,106.5099072168177,3.841005355755399e-05,113.1957205650908
703.1953195319531,4.720486460733918e-05,128.4960187504885,4.265258476518606e-05,28.69327851190189
714.1827463996399,3.33686226406049e-05,161.3837762473632,8.699648959891995e-05,174.1974966533861
725.1701732673267,6.456520878260944e-05,53.7454396412621,8.128382901769361e-05,168.5105778867766
736.1576001350135,9.429567934811177e-05,70.42223034271015,2.904719278825782e-05,144.1729913523035
747.1450270027002,7.829309402695986e-05,105.7463108214453,1.69010290916337e-05,86.3470540521609
758.1324538703869,9.61879624141103e-05,139.5385722041838,1.490573095814559e-05,123.9084906926334
769.1198807380738,8.560744656975905e-05,139.8312503580719,3.395987257068783e-05,123.4388705052578
780.1073076057605,6.834729169376929e-05,90.77991804365318,6.875565347338161e-05,126.4201321964276
791.0947344734473,0.0001128010092874584,50.09967292967679,8.35318026074148e-05,129.316497991663
802.0821613411341,0.000147696209846448,35.44036348149124,5.985979967029146e-05,117.0697711246981
813.0695882088208,0.0001628207726046414,29.44453276775635,4.205798559289818e-05,108.2037192940415
824.0570150765076,0.0001257497555066911,24.9790560180466,4.727682430269639e-05,133.801002666361
835.0444419441943,4.155505182517552e-05,7.33678659569199,8.225119218438915e-05,146.2736097393278
846.0318688118812,1.967035254548447e-05,70.85411412499602,0.0001213150097796055,144.832214208717
857.0192956795679,1.938506126146941e-05,21.33559922937119,0.0001258720360238727,135.2758546282541
868.0067225472546,4.088087300753276e-05,106.2293090080872,0.0001072231197194115,119.6316321015039
878.9941494149414,6.623492065700505e-05,67.42540387325815,8.047364010515921e-05,104.61770595127
889.9815762826282,9.189474412208754e-05,39.0814468247716,4.378470332965482e-05,70.06942584061032
900.969003150315,0.0001133377703691095,38.70044532693714,3.582773391779943e-05,179.7404520615222
911.9564300180017,0.0001180651168221984,42.23252758065251,6.632692244259277e-05,142.4440266250534
922.9438568856885,0.0001103177941276867,33.36413259442187,0.0001263340289180736,140.5977216864277
933.9312837533753,9.585390690362875e-05,35.71477990205923,0.0001846424410111937,146.2350753477782
944.918710621062,7.537052900140491e-05,59.46384294870926,0.0002042798863013282,152.9158790078293
955.9061374887488,0.01074358702747052,78.62130887417727,0.004340202228302636,156.9071725336085
966.8935643564356,0.1523444370985335,78.6979343705484,0.05926857131351361,156.6998119044561
977.8809912241223,0.5130303470161603,78.72534401080004,0.1991931365250318,156.6882083819683
988.8684180918091,0.7735200102181743,78.74692798193259,0.3002078523430126,156.6989486286925
999.8558449594959,0.8030434850649893,78.76750081658636,0.3115993112548623,156.7131083231226
1010.843271827183,0.7763158496251926,78.79051429949183,0.3011970015659508,156.7317879559432
1021.830698694869,0.5230223518330481,78.81536969374147,0.2028813796169182,156.7502167344474
1032.818125562556,0.1594351657558485,78.85016151083511,0.06180709035247872,156.7508239531087
1043.805552430243,0.01176227066554487,79.13002388478017,0.004580062100073646,156.6627432249546
1054.79297929793,8.962043952303366e-05,47.64857594457912,6.753333304256081e-05,177.8130920646732
1065.780406165617,4.076986990023511e-05,45.7086267326009,0.000131240675470067,175.7266619781479
1076.767833033303,6.118227649725114e-06,141.4046114632462,0.0001494503773730473,177.4400904815594
1087.75525990099,6.949853224478339e-05,78.38875961152216,0.0001534647162402607,8.969503695867694
1098.742686768677,0.0001229650503502076,85.53738449681271,0.0001436524584139376,21.32082280823099
1109.730113636364,0.0001289331852267614,94.60962445946201,0.0001269231867775768,24.63381347090248
1120.71754050405,0.000110181263061701,92.62253139477885,0.0001387538341134133,20.16299984894622
1131.704967371737,4.664594742948343e-05,93.04689692196263,0.0001126198294055837,19.62007321482533
1142.692394239424,3.692064852853508e-05,12.22164426520013,5.191046511678802e-05,27.33551657869568
1153.679821107111,7.692902429469651e-05,25.80797167566651,3.61462878621965e-05,120.9521196095323
