Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10000,-0.02519574996718076,3.507158247808596,43.60948463398165
10471.285480509,-0.02065658676796633,3.559543524394062,41.41516825620495
10964.78196143186,-0.01849080774781468,3.603661751957799,39.32643155489046
11481.53621496883,-0.01792801708840188,3.641938721093644,37.33750794087075
12022.64434617414,-0.01708085729975858,3.673923825068017,35.44962368884876
12589.25411794167,-0.03184096169389099,3.701582695116027,33.65114101927266
13182.56738556407,-0.01431312161416112,3.724926002348419,31.94311017736715
13803.84264602886,-0.01340614092510854,3.744700677396342,30.30870333469785
14454.39770745928,-0.01955379630827444,3.762061393045657,28.75472350731218
15135.61248436209,-0.01149966666543508,3.775872705364443,27.27324567137627
15848.93192461114,-0.01050290915501712,3.788863194557506,25.86534247181115
16595.86907437561,-0.01049296012063578,3.799599393586293,24.51160642502434
17378.00828749377,-0.008717057038693543,3.808394801541528,23.22596139944591
18197.00858609984,-0.01273127931072938,3.816609881749284,21.98777779866285
19054.60717963248,-0.007136520178317857,3.823556344559541,20.80625548028725
19952.62314968881,-0.00827378896040162,3.829788853366838,19.67431462623769
20892.9613085404,-0.004921760692627163,3.83480565793642,18.58911026724068
21877.61623949554,-0.004149308812492971,3.838923597199168,17.53336680264596
22908.67652767773,-0.003063055695531579,3.84162357262628,16.52417029902466
23988.32919019491,-0.002561612509335903,3.845477431094567,15.54981142070693
25118.86431509582,-0.01097897487831152,3.847340668601555,14.59864847694138
26302.67991895383,0.0004407432819750738,3.850636017481067,13.68016377233812
27542.28703338168,0.0009238995492547759,3.851948153805628,12.78673090091764
28840.31503126606,-0.007178244137852277,3.852722963292734,11.90812005640385
30199.51720402018,0.002701247255460248,3.854148890436732,11.04670800994847
31622.77660168381,0.004754564678909418,3.853922169176773,10.19183814934213
33113.11214825911,0.006618286183168151,3.852514484610368,9.346578557963625
34673.68504525318,0.007105224652645971,3.850277652395791,8.487776933606014
36307.80547701016,0.01014710718424638,3.846331847880157,7.624051504934055
38018.93963205613,0.009012402124179468,3.840552783661833,6.730421513546517
39810.71705534974,0.01053149422998507,3.83038610561763,5.802246108043164
41686.93834703355,0.01407442418049078,3.813565157541406,4.80251004049304
43651.58322401661,0.01615861444404993,3.787997848352363,3.699271594205584
45708.81896148753,0.01794128930178716,3.747460055040985,2.499151574498597
47863.00923226384,0.01640719288488954,3.687539861668413,1.147044412731191
50118.72336272725,0.01619531892385762,3.606591727921852,-0.3741640011517759
52480.74602497726,0.02325185565930171,3.503927692469404,-2.022697505728502
54954.08738576247,0.02565177244377634,3.372804534189162,-3.862249570291958
57543.99373371572,0.02758847092930117,3.219029845472413,-5.870664246614069
60255.95860743577,0.0288169396107117,3.042990161376812,-8.068832361421002
63095.73444801934,0.02993598854039938,2.840871123251037,-10.56512230904247
66069.34480075959,0.03658821750422695,2.60775804176235,-13.43730050447897
69183.09709189367,0.03172505129473968,2.342139424304799,-16.6846097283122
72443.59600749903,0.0336801853442652,2.036500747203304,-20.35598351361807
75857.75750291838,0.02960832215854105,1.695447511567779,-24.21553743911386
79432.82347242816,0.02188553996686498,1.329074046542163,-28.09112250466938
83176.37711026715,0.0255679177273282,0.9468804151500358,-31.77758516510326
87096.35899560807,0.03629506645926223,0.553971797499673,-35.24860837200769
91201.083935591,0.03116392440083789,0.1654191282803878,-38.46833369700032
95499.25860214359,0.02521229595918559,-0.2295089365462481,-41.45146422803899
100000,0.0372198593454974,-0.6317769789167438,-44.26094788546824
