Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,0.01315900403411354,4.026294766463826,-1.648477956631112
104.7128548050901,0.01254514843237867,4.025897288433208,-1.72721813294298
109.6478196143186,0.01282909198481649,4.025970996230021,-1.809227433677044
114.8153621496884,0.01298806089879282,4.025734767016566,-1.89366441499925
120.2264434617413,0.0127672582237239,4.02542145874012,-1.983655736211944
125.8925411794169,0.01305837419393764,4.025204889362462,-2.077022848107205
131.8256738556409,0.01335155823787359,4.024871009235151,-2.175217386368644
138.0384264602885,0.01347703704477683,4.024890066650914,-2.276929167120898
144.543977074593,0.01251438134325623,4.024985614717305,-2.38464401957544
151.356124843621,0.01299919871436659,4.024289146377271,-2.497882429299494
158.4893192461114,0.0131489293931351,4.0241702332084,-2.614323784027846
165.9586907437563,0.01249066154903602,4.024051223944785,-2.738628754196014
173.7800828749376,0.01277421251603917,4.023852299545039,-2.865467978515213
181.9700858609985,0.01310400151684466,4.023756698485526,-3.000889776926826
190.546071796325,0.01249924964312428,4.023326183130569,-3.142769342950388
199.5262314968881,0.01350615728760835,4.023048097300001,-3.290507546905943
208.9296130854041,0.01299799933990347,4.022856136328884,-3.446612435575645
218.7761623949555,0.01300961120158043,4.022571507736857,-3.607553107830757
229.0867652767775,0.01268642903038131,4.022212115891802,-3.778889889602947
239.8832919019493,0.01358241105561935,4.02168333006672,-3.956384284066342
251.1886431509582,0.01274258804994901,4.021593028795788,-4.142019398666122
263.0267991895385,0.01351158207172105,4.021095297614806,-4.336505614352706
275.4228703338169,0.01268577462719886,4.020766713958139,-4.541415782744309
288.4031503126609,0.01314743066457742,4.020224197739714,-4.755118521458684
301.995172040202,0.01254598852385455,4.01990635653826,-4.979184566250538
316.2277660168383,0.01325974737768871,4.019375552194004,-5.214466115403738
331.1311214825915,0.01274880534504413,4.018836444657611,-5.460095026112522
346.7368504525317,0.01343759614539154,4.018346052458467,-5.716716060909278
363.0780547701018,0.0124554223382999,4.017861538284403,-5.987158039714352
380.1893963205617,0.01285424660946235,4.017250798907128,-6.269656514099111
398.1071705534974,0.01297174359550726,4.016709823691427,-6.565144578407072
416.869383470336,0.01329497742650858,4.015689814518336,-6.875252360333917
436.5158322401666,0.01275503433693128,4.015177054947702,-7.200038928183488
457.0881896148753,0.01288597652036329,4.014190522611445,-7.540308834051899
478.630092322639,0.01307816455910904,4.013563413363601,-7.897237548764423
501.187233627273,0.01239126698387769,4.012443163603993,-8.269720259551633
524.8074602497729,0.01262234170494447,4.011642701355938,-8.661234561801024
549.5408738576255,0.01294212682074528,4.010404413651859,-9.070619632127503
575.4399373371579,0.01312602679274181,4.008973729673516,-9.501990706162289
602.5595860743581,0.01286759715633907,4.007945577717003,-9.950318613430198
630.9573444801937,0.01273100514452848,4.006416131858788,-10.42312136150379
660.6934480075965,0.01355260178547479,4.005001820407474,-10.9175947887312
691.8309709189371,0.0127277068896545,4.003297203536016,-11.43621470848242
724.4359600749907,0.01280352332729708,4.00160023150902,-11.9820056593646
758.5775750291845,0.01302354629116941,3.999509303986162,-12.55230076598277
794.3282347242822,0.01282734253140807,3.997268645335537,-13.14913408784068
831.7637711026719,0.01259062603899957,3.994833001379672,-13.77583279263825
870.9635899560816,0.01317033968720929,3.992458383034723,-14.43337674329403
912.0108393559107,0.01342286154121823,3.989512717718096,-15.12448521366112
954.9925860214371,0.01306774485605335,3.986386366475115,-15.85261984343717
1000,0.01297720227645492,3.982771714865011,-16.61502375576413
1047.128548050901,0.01261413760526491,3.978962639468346,-17.4128551493659
1096.478196143186,0.01383696078986507,3.974129806088442,-18.25153950344645
1148.153621496883,0.01381360060886149,3.968887800025982,-19.13273698887504
1202.264434617414,0.01318261199329947,3.963411905247598,-20.06145324734147
1258.925411794168,0.01392511474540245,3.957289311639716,-21.03376245515447
1318.256738556408,0.01360531469047931,3.949719554935301,-22.05968616817154
1380.384264602886,0.01341221586684524,3.941036921708732,-23.13502403375357
1445.439770745929,0.01278593375915966,3.932289426833417,-24.26845687724683
1513.561248436209,0.01392344526208975,3.921323334544783,-25.45698477495618
1584.893192461115,0.01389573383082046,3.909129626919237,-26.71051942993127
1659.586907437563,0.01304247404228674,3.894711260663046,-28.02832245665749
1737.800828749376,0.0135945800514037,3.87863464549017,-29.41939849481384
1819.700858609984,0.0134655867281519,3.859752805095779,-30.88327446617015
1905.46071796325,0.01373424892520608,3.838487911725103,-32.42608298499523
1995.262314968881,0.01382601454506774,3.813335192000036,-34.04827932048713
2089.29613085404,0.01310151411403808,3.784997826837625,-35.75924859506131
2187.761623949554,0.01420699994684395,3.751018461481959,-37.56093450004153
2290.867652767775,0.01392475876685654,3.712274724316325,-39.46117776559056
2398.832919019491,0.01427452562514849,3.667053258098196,-41.45756258709798
2511.886431509583,0.0141607967778745,3.61454609293214,-43.56086044231135
2630.267991895385,0.01433555697183413,3.554177610584988,-45.77424126870432
2754.228703338168,0.01311612382587877,3.483704399623328,-48.10821202813924
2884.031503126609,0.01353225171111614,3.402214981754505,-50.55401166229235
3019.951720402019,0.01492234707527283,3.308205666541484,-53.11872130151955
3162.277660168382,0.01459924881722856,3.199392490130672,-55.80846986707309
3311.311214825913,0.0133434833347065,3.074567696729916,-58.61356534649378
3467.368504525317,0.01440872834036134,2.930327370317131,-61.54182533977047
3630.780547701017,0.01462488727160949,2.765555196657241,-64.58603837708166
3801.893963205613,0.01395951915954687,2.578565559516905,-67.73616546129767
3981.071705534974,0.01263107000540442,2.366361075204555,-70.97914493759095
4168.693834703357,0.01310044782382409,2.126913453979694,-74.33220298380502
4365.158322401662,0.01301780664505934,1.859796707773522,-77.77629403773648
4570.881896148752,0.0123265732038354,1.558049672308839,-81.25292420091843
4786.300923226388,0.0121742824071253,1.226494399268314,-84.78117910487441
5011.872336272725,0.01116070013682419,0.8640527983098187,-88.3374356062714
5248.07460249773,0.009214618790328857,0.4681605940275554,-91.90674592186517
