% Moku:Go Oscilloscope
% Channel A
% Channel B
% Time span 10.88 ms, time offset -555.9 us, Normal acquisition mode, no averaging
% Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
% Output A - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
% Acquired 2023-03-20 T 17:01:03 +1100
% Time (s), Channel A (Input 1) (V), Freq (Hz), Math (Ch A FFT) (dBm)
-1.349376000000e-03, 8.634588e-01, 3.537408e-03, -5.671566e+01
-1.338624000000e-03, 7.779678e-01, 3.548160e-03, -6.342472e+01
-1.327872000000e-03, 7.144602e-01, 3.558912e-03, -6.441358e+01
-1.317120000000e-03, 6.668295e-01, 3.569664e-03, -5.760056e+01
-1.306368000000e-03, 5.850025e-01, 3.580416e-03, -5.706837e+01
-1.295616000000e-03, 4.408891e-01, 3.591168e-03, -5.978632e+01
-1.284864000000e-03, 3.468491e-01, 3.601920e-03, -6.431558e+01
-1.274112000000e-03, 2.650220e-01, 3.612672e-03, -6.830526e+01
-1.263360000000e-03, 1.233513e-01, 3.623424e-03, -7.049522e+01
-1.252608000000e-03, -2.198339e-02, 3.634176e-03, -7.288907e+01
-1.241856000000e-03, -1.270152e-01, 3.644928e-03, -7.626938e+01
-1.231104000000e-03, -2.198339e-01, 3.655680e-03, -7.606821e+01
-1.220352000000e-03, -3.773816e-01, 3.666432e-03, -7.297687e+01
-1.209600000000e-03, -4.909624e-01, 3.677184e-03, -7.018792e+01
-1.198848000000e-03, -5.520274e-01, 3.687936e-03, -6.814303e+01
-1.188096000000e-03, -6.448461e-01, 3.698688e-03, -6.694729e+01
-1.177344000000e-03, -7.340010e-01, 3.709440e-03, -6.691127e+01
-1.166592000000e-03, -7.828530e-01, 3.720192e-03, -6.860541e+01
-1.155840000000e-03, -7.791891e-01, 3.730944e-03, -7.201072e+01
-1.145088000000e-03, -8.194920e-01, 3.741696e-03, -7.278180e+01
-1.134336000000e-03, -8.439180e-01, 3.752448e-03, -7.079481e+01
-1.123584000000e-03, -8.292624e-01, 3.763200e-03, -6.962680e+01
-1.112832000000e-03, -8.170494e-01, 3.773952e-03, -6.851873e+01
-1.102080000000e-03, -8.268198e-01, 3.784704e-03, -6.688424e+01
-1.091328000000e-03, -8.023938e-01, 3.795456e-03, -6.530674e+01
-1.080576000000e-03, -6.973620e-01, 3.806208e-03, -6.440471e+01
-1.069824000000e-03, -6.399609e-01, 3.816960e-03, -6.436255e+01
-1.059072000000e-03, -5.837812e-01, 3.827712e-03, -6.649904e+01
-1.048320000000e-03, -4.653151e-01, 3.838464e-03, -7.855557e+01
-1.037568000000e-03, -3.334148e-01, 3.849216e-03, -7.285083e+01
-1.026816000000e-03, -2.381534e-01, 3.859968e-03, -6.177169e+01
-1.016064000000e-03, -1.453346e-01, 3.870720e-03, -4.801686e+01
-1.005312000000e-03, 1.954079e-02, 3.881472e-03, -4.119803e+01
-9.945600000000e-04, 1.428920e-01, 3.892224e-03, -3.797026e+01
-9.838080000000e-04, 2.332682e-01, 3.902976e-03, -3.751558e+01
-9.730560000000e-04, 3.492917e-01, 3.913728e-03, -3.966940e+01
-9.623040000000e-04, 4.946263e-01, 3.924480e-03, -4.466582e+01
-9.515520000000e-04, 5.935516e-01, 3.935232e-03, -5.316841e+01
-9.408000000000e-04, 6.338545e-01, 3.945984e-03, -6.492230e+01
-9.300480000000e-04, 7.169028e-01, 3.956736e-03, -6.823406e+01
-9.192960000000e-04, 7.901808e-01, 3.967488e-03, -6.596590e+01
-9.085440000000e-04, 8.317050e-01, 3.978240e-03, -6.605690e+01
-8.977920000000e-04, 8.536884e-01, 3.988992e-03, -6.749937e+01
-8.870400000000e-04, 8.866635e-01, 3.999744e-03, -6.990030e+01
-8.762880000000e-04, 8.878848e-01, 4.010496e-03, -7.349651e+01
-8.655360000000e-04, 8.365902e-01, 4.021248e-03, -7.856541e+01
-8.547840000000e-04, 8.475819e-01, 4.032000e-03, -7.567745e+01
-8.440320000000e-04, 8.390328e-01, 4.042752e-03, -7.160398e+01
-8.332800000000e-04, 7.730826e-01, 4.053504e-03, -7.000386e+01
-8.225280000000e-04, 6.704934e-01, 4.064256e-03, -6.782237e+01
-8.117760000000e-04, 6.130924e-01, 4.075008e-03, -6.590935e+01
-8.010240000000e-04, 5.459209e-01, 4.085760e-03, -6.762662e+01
-7.902720000000e-04, 4.005862e-01, 4.096512e-03, -7.173340e+01
-7.795200000000e-04, 2.870054e-01, 4.107264e-03, -7.021735e+01
-7.687680000000e-04, 1.954079e-01, 4.118016e-03, -5.723044e+01
-7.580160000000e-04, 7.694187e-02, 4.128768e-03, -4.695213e+01
-7.472640000000e-04, -8.549097e-02, 4.139520e-03, -4.175717e+01
-7.365120000000e-04, -2.002931e-01, 4.150272e-03, -3.988798e+01
-7.257600000000e-04, -2.808989e-01, 4.161024e-03, -4.093333e+01
-7.150080000000e-04, -4.152418e-01, 4.171776e-03, -4.517773e+01
-7.042560000000e-04, -5.385931e-01, 4.182528e-03, -5.416579e+01
-6.935040000000e-04, -6.167563e-01, 4.193280e-03, -8.296851e+01
-6.827520000000e-04, -6.631656e-01, 4.204032e-03, -6.959275e+01
-6.720000000000e-04, -7.327797e-01, 4.214784e-03, -6.947938e+01
-6.612480000000e-04, -7.791891e-01, 4.225536e-03, -7.254518e+01
-6.504960000000e-04, -7.889595e-01, 4.236288e-03, -6.616707e+01
-6.397440000000e-04, -8.317050e-01, 4.247040e-03, -5.894265e+01
-6.289920000000e-04, -8.732292e-01, 4.257792e-03, -5.671417e+01
-6.182400000000e-04, -8.744505e-01, 4.268544e-03, -5.783827e+01
-6.074880000000e-04, -8.097216e-01, 4.279296e-03, -6.241266e+01
-5.967360000000e-04, -8.109429e-01, 4.290048e-03, -7.237867e+01
-5.859840000000e-04, -7.889595e-01, 4.300800e-03, -7.880784e+01
-5.752320000000e-04, -6.778212e-01, 4.311552e-03, -7.005511e+01
-5.644800000000e-04, -5.898877e-01, 4.322304e-03, -6.659228e+01
-5.537280000000e-04, -5.239375e-01, 4.333056e-03, -6.549771e+01
-5.429760000000e-04, -4.311187e-01, 4.343808e-03, -6.543915e+01
-5.322240000000e-04, -2.735711e-01, 4.354560e-03, -6.544454e+01
-5.214720000000e-04, -1.709819e-01, 4.365312e-03, -6.559031e+01
-5.107200000000e-04, -8.182707e-02, 4.376064e-03, -6.668905e+01
-4.999680000000e-04, 6.106498e-02, 4.386816e-03, -6.951907e+01
-4.892160000000e-04, 2.088422e-01, 4.397568e-03, -7.322414e+01
-4.784640000000e-04, 3.102101e-01, 4.408320e-03, -7.429769e+01
-4.677120000000e-04, 3.932584e-01, 4.419072e-03, -7.539413e+01
-4.569600000000e-04, 5.300440e-01, 4.429824e-03, -7.722319e+01
-4.462080000000e-04, 6.289693e-01, 4.440576e-03, -7.553235e+01
-4.354560000000e-04, 6.839277e-01, 4.451328e-03, -6.866312e+01
-4.247040000000e-04, 7.596483e-01, 4.462080e-03, -6.212397e+01
-4.139520000000e-04, 8.268198e-01, 4.472832e-03, -5.811190e+01
-4.032000000000e-04, 8.585736e-01, 4.483584e-03, -5.643146e+01
-3.924480000000e-04, 8.365902e-01, 4.494336e-03, -5.674665e+01
-3.816960000000e-04, 8.732292e-01, 4.505088e-03, -5.858113e+01
-3.709440000000e-04, 8.829996e-01, 4.515840e-03, -6.100826e+01
-3.601920000000e-04, 8.475819e-01, 4.526592e-03, -6.325666e+01
-3.494400000000e-04, 8.109429e-01, 4.537344e-03, -6.587556e+01
-3.386880000000e-04, 7.999512e-01, 4.548096e-03, -6.933175e+01
-3.279360000000e-04, 7.559844e-01, 4.558848e-03, -7.183690e+01
-3.171840000000e-04, 6.326332e-01, 4.569600e-03, -7.168298e+01
-3.064320000000e-04, 5.617978e-01, 4.580352e-03, -7.159619e+01
-2.956800000000e-04, 4.934050e-01, 4.591104e-03, -7.262087e+01
-2.849280000000e-04, 3.663899e-01, 4.601856e-03, -7.315412e+01
-2.741760000000e-04, 2.198339e-01, 4.612608e-03, -7.228160e+01
-2.634240000000e-04, 1.209087e-01, 4.623360e-03, -7.119613e+01
-2.526720000000e-04, 2.442599e-02, 4.634112e-03, -7.006418e+01
-2.419200000000e-04, -1.380068e-01, 4.644864e-03, -6.886529e+01
-2.311680000000e-04, -2.589155e-01, 4.655616e-03, -6.845268e+01
-2.204160000000e-04, -3.456278e-01, 4.666368e-03, -7.003156e+01
-2.096640000000e-04, -4.469956e-01, 4.677120e-03, -7.526969e+01
-1.989120000000e-04, -5.715682e-01, 4.687872e-03, -7.975183e+01
-1.881600000000e-04, -6.497313e-01, 4.698624e-03, -7.153940e+01
-1.774080000000e-04, -6.802638e-01, 4.709376e-03, -6.669612e+01
-1.666560000000e-04, -7.449927e-01, 4.720128e-03, -6.361052e+01
-1.559040000000e-04, -8.097216e-01, 4.730880e-03, -6.240101e+01
-1.451520000000e-04, -8.378115e-01, 4.741632e-03, -6.371757e+01
-1.344000000000e-04, -8.341476e-01, 4.752384e-03, -6.870800e+01
-1.236480000000e-04, -8.597949e-01, 4.763136e-03, -7.104731e+01
-1.128960000000e-04, -8.488032e-01, 4.773888e-03, -6.730569e+01
-1.021440000000e-04, -7.804104e-01, 4.784640e-03, -6.897988e+01
-9.139200000000e-05, -7.608696e-01, 4.795392e-03, -7.534876e+01
-8.064000000000e-05, -7.352223e-01, 4.806144e-03, -6.477393e+01
-6.988800000000e-05, -6.497313e-01, 4.816896e-03, -5.376316e+01
-5.913600000000e-05, -5.251588e-01, 4.827648e-03, -4.740957e+01
-4.838400000000e-05, -4.579873e-01, 4.838400e-03, -4.431974e+01
-3.763200000000e-05, -3.798242e-01, 4.849152e-03, -4.396774e+01
-2.688000000000e-05, -2.296043e-01, 4.859904e-03, -4.632335e+01
-1.612800000000e-05, -1.074744e-01, 4.870656e-03, -5.186690e+01
-5.376000000000e-06, -7.327797e-03, 4.881408e-03, -6.198653e+01
5.376000000001e-06, 1.074744e-01, 4.892160e-03, -7.078115e+01
1.612800000000e-05, 2.723498e-01, 4.902912e-03, -7.526262e+01
2.688000000000e-05, 3.786029e-01, 4.913664e-03, -8.401456e+01
3.763200000000e-05, 4.506595e-01, 4.924416e-03, -7.713375e+01
4.838400000000e-05, 5.764534e-01, 4.935168e-03, -7.569075e+01
5.913600000000e-05, 6.888129e-01, 4.945920e-03, -7.049559e+01
6.988800000000e-05, 7.523205e-01, 4.956672e-03, -6.683908e+01
8.064000000000e-05, 7.791891e-01, 4.967424e-03, -6.641322e+01
9.139200000000e-05, 8.280411e-01, 4.978176e-03, -6.874909e+01
1.021440000000e-04, 8.549097e-01, 4.988928e-03, -7.301960e+01
1.128960000000e-04, 8.512458e-01, 4.999680e-03, -7.773754e+01
1.236480000000e-04, 8.817783e-01, 5.010432e-03, -8.441417e+01
1.344000000000e-04, 9.074255e-01, 5.021184e-03, -7.805842e+01
1.451520000000e-04, 8.866635e-01, 5.031936e-03, -8.505061e+01
1.559040000000e-04, 8.011725e-01, 5.042688e-03, -6.896732e+01
1.666560000000e-04, 7.816317e-01, 5.053440e-03, -6.727855e+01
1.774080000000e-04, 7.340010e-01, 5.064192e-03, -5.873024e+01
1.881600000000e-04, 6.118711e-01, 5.074944e-03, -4.635736e+01
1.989120000000e-04, 5.056180e-01, 5.085696e-03, -4.061171e+01
2.096640000000e-04, 4.274548e-01, 5.096448e-03, -3.839514e+01
2.204160000000e-04, 3.248657e-01, 5.107200e-03, -3.908342e+01
2.311680000000e-04, 1.612115e-01, 5.117952e-03, -4.280405e+01
2.419200000000e-04, 5.251588e-02, 5.128704e-03, -5.062300e+01
2.526720000000e-04, -3.786029e-02, 5.139456e-03, -6.854938e+01
2.634240000000e-04, -1.795310e-01, 5.150208e-03, -7.181163e+01
2.741760000000e-04, -3.224231e-01, 5.160960e-03, -7.880579e+01
2.849280000000e-04, -4.201270e-01, 5.171712e-03, -7.339735e+01
2.956800000000e-04, -4.836346e-01, 5.182464e-03, -8.210301e+01
3.064320000000e-04, -5.935516e-01, 5.193216e-03, -7.188833e+01
3.171840000000e-04, -6.741573e-01, 5.203968e-03, -6.847593e+01
3.279360000000e-04, -7.242306e-01, 5.214720e-03, -6.959356e+01
3.386880000000e-04, -7.828530e-01, 5.225472e-03, -7.381620e+01
3.494400000000e-04, -8.365902e-01, 5.236224e-03, -7.242788e+01
3.601920000000e-04, -8.463606e-01, 5.246976e-03, -6.989650e+01
3.709440000000e-04, -8.097216e-01, 5.257728e-03, -7.037852e+01
3.816960000000e-04, -8.426967e-01, 5.268480e-03, -7.246065e+01
3.924480000000e-04, -8.439180e-01, 5.279232e-03, -7.412552e+01
4.032000000000e-04, -7.865169e-01, 5.289984e-03, -7.886994e+01
4.139520000000e-04, -7.193454e-01, 5.300736e-03, -8.379927e+01
4.247040000000e-04, -6.900342e-01, 5.311488e-03, -7.277231e+01
4.354560000000e-04, -6.265267e-01, 5.322240e-03, -6.898571e+01
4.462080000000e-04, -4.897411e-01, 5.332992e-03, -6.675126e+01
4.569600000000e-04, -4.042501e-01, 5.343744e-03, -6.507451e+01
4.677120000000e-04, -3.212018e-01, 5.354496e-03, -6.489388e+01
4.784640000000e-04, -1.868588e-01, 5.365248e-03, -6.759329e+01
4.892160000000e-04, -3.297509e-02, 5.376000e-03, -7.751493e+01
4.999680000000e-04, 6.717147e-02, 5.386752e-03, -7.598491e+01
5.107200000000e-04, 1.624328e-01, 5.397504e-03, -7.137787e+01
5.214720000000e-04, 3.199805e-01, 5.408256e-03, -7.441557e+01
5.322240000000e-04, 4.360039e-01, 5.419008e-03, -6.964778e+01
5.429760000000e-04, 5.141671e-01, 5.429760e-03, -6.292303e+01
5.537280000000e-04, 5.972155e-01, 5.440512e-03, -5.893637e+01
5.644800000000e-04, 6.961407e-01, 5.451264e-03, -5.663971e+01
5.752320000000e-04, 7.523205e-01, 5.462016e-03, -5.597628e+01
5.859840000000e-04, 7.730826e-01, 5.472768e-03, -5.710745e+01
5.967360000000e-04, 8.255985e-01, 5.483520e-03, -6.030955e+01
6.074880000000e-04, 8.732292e-01, 5.494272e-03, -6.638456e+01
6.182400000000e-04, 8.891061e-01, 5.505024e-03, -7.989492e+01
6.289920000000e-04, 8.622375e-01, 5.515776e-03, -7.768479e+01
6.397440000000e-04, 8.842209e-01, 5.526528e-03, -7.108400e+01
6.504960000000e-04, 8.634588e-01, 5.537280e-03, -6.787980e+01
6.612480000000e-04, 7.730826e-01, 5.548032e-03, -6.681652e+01
6.720000000000e-04, 7.254519e-01, 5.558784e-03, -6.756119e+01
6.827520000000e-04, 6.790425e-01, 5.569536e-03, -6.928731e+01
6.935040000000e-04, 5.788960e-01, 5.580288e-03, -7.164063e+01
7.042560000000e-04, 4.433317e-01, 5.591040e-03, -7.494614e+01
7.150080000000e-04, 3.615047e-01, 5.601792e-03, -7.773164e+01
7.257600000000e-04, 2.711285e-01, 5.612544e-03, -7.875732e+01
7.365120000000e-04, 1.148022e-01, 5.623296e-03, -7.580774e+01
7.472640000000e-04, -1.465559e-02, 5.634048e-03, -7.274757e+01
7.580160000000e-04, -1.123596e-01, 5.644800e-03, -7.467313e+01
7.687680000000e-04, -2.222765e-01, 5.655552e-03, -7.647748e+01
7.795200000000e-04, -3.834880e-01, 5.666304e-03, -6.734596e+01
7.902720000000e-04, -4.824133e-01, 5.677056e-03, -6.430319e+01
8.010240000000e-04, -5.422570e-01, 5.687808e-03, -6.548251e+01
8.117760000000e-04, -6.509526e-01, 5.698560e-03, -7.164432e+01
8.225280000000e-04, -7.437714e-01, 5.709312e-03, -9.457594e+01
8.332800000000e-04, -7.901808e-01, 5.720064e-03, -8.256137e+01
8.440320000000e-04, -7.962873e-01, 5.730816e-03, -9.612920e+01
8.547840000000e-04, -8.329263e-01, 5.741568e-03, -8.029562e+01
8.655360000000e-04, -8.439180e-01, 5.752320e-03, -8.254381e+01
8.762880000000e-04, -8.219346e-01, 5.763072e-03, -6.757209e+01
8.870400000000e-04, -8.292624e-01, 5.773824e-03, -6.110759e+01
8.977920000000e-04, -8.378115e-01, 5.784576e-03, -5.862393e+01
9.085440000000e-04, -7.962873e-01, 5.795328e-03, -5.930442e+01
9.192960000000e-04, -6.924768e-01, 5.806080e-03, -6.384561e+01
9.300480000000e-04, -6.546165e-01, 5.816832e-03, -7.713832e+01
9.408000000000e-04, -5.911090e-01, 5.827584e-03, -7.838595e+01
9.515520000000e-04, -4.592086e-01, 5.838336e-03, -7.941997e+01
9.623040000000e-04, -3.358574e-01, 5.849088e-03, -7.837846e+01
9.730560000000e-04, -2.515877e-01, 5.859840e-03, -7.995316e+01
9.838080000000e-04, -1.441133e-01, 5.870592e-03, -8.270679e+01
9.945600000000e-04, 2.442599e-02, 5.881344e-03, -7.777874e+01
1.005312000000e-03, 1.319003e-01, 5.892096e-03, -8.373819e+01
1.016064000000e-03, 2.234978e-01, 5.902848e-03, -7.439294e+01
1.026816000000e-03, 3.578408e-01, 5.913600e-03, -7.175698e+01
1.037568000000e-03, 4.982902e-01, 5.924352e-03, -7.369274e+01
1.048320000000e-03, 5.850025e-01, 5.935104e-03, -7.392296e+01
1.059072000000e-03, 6.277480e-01, 5.945856e-03, -6.937074e+01
1.069824000000e-03, 7.169028e-01, 5.956608e-03, -7.106557e+01
1.080576000000e-03, 7.779678e-01, 5.967360e-03, -6.765056e+01
1.091328000000e-03, 8.182707e-01, 5.978112e-03, -6.620269e+01
1.102080000000e-03, 8.561310e-01, 5.988864e-03, -5.700873e+01
1.112832000000e-03, 8.939912e-01, 5.999616e-03, -5.558405e+01
1.123584000000e-03, 8.878848e-01, 6.010368e-03, -4.379656e+01
1.134336000000e-03, 8.378115e-01, 6.021120e-03, -3.143535e+01
1.145088000000e-03, 8.622375e-01, 6.031872e-03, -2.552170e+01
1.155840000000e-03, 8.488032e-01, 6.042624e-03, -2.312068e+01
1.166592000000e-03, 7.645335e-01, 6.053376e-03, -2.361486e+01
1.177344000000e-03, 6.765999e-01, 6.064128e-03, -2.710684e+01
1.188096000000e-03, 6.277480e-01, 6.074880e-03, -3.459301e+01
1.198848000000e-03, 5.471422e-01, 6.085632e-03, -5.192546e+01
1.209600000000e-03, 3.944797e-01, 6.096384e-03, -5.475538e+01
1.220352000000e-03, 2.979971e-01, 6.107136e-03, -6.579173e+01
1.231104000000e-03, 2.063996e-01, 6.117888e-03, -6.463912e+01
1.241856000000e-03, 7.205667e-02, 6.128640e-03, -7.225073e+01
1.252608000000e-03, -8.793357e-02, 6.139392e-03, -6.984380e+01
1.263360000000e-03, -1.856375e-01, 6.150144e-03, -8.103921e+01
1.274112000000e-03, -2.760137e-01, 6.160896e-03, -7.218763e+01
1.284864000000e-03, -4.250122e-01, 6.171648e-03, -7.668686e+01
1.295616000000e-03, -5.337079e-01, 6.182400e-03, -8.042037e+01
1.306368000000e-03, -6.033220e-01, 6.193152e-03, -7.500454e+01
1.317120000000e-03, -6.668295e-01, 6.203904e-03, -7.038676e+01
1.327872000000e-03, -7.425501e-01, 6.214656e-03, -6.634796e+01
1.338624000000e-03, -7.755252e-01, 6.225408e-03, -6.518752e+01
1.349376000000e-03, -7.816317e-01, 6.236160e-03, -6.722308e+01
1.360128000000e-03, -8.280411e-01, 6.246912e-03, -7.130940e+01
1.370880000000e-03, -8.634588e-01, 6.257664e-03, -7.508766e+01
1.381632000000e-03, -8.524671e-01, 6.268416e-03, -7.576391e+01
1.392384000000e-03, -8.048364e-01, 6.279168e-03, -6.867971e+01
1.403136000000e-03, -8.207133e-01, 6.289920e-03, -6.489171e+01
1.413888000000e-03, -7.828530e-01, 6.300672e-03, -6.422196e+01
1.424640000000e-03, -6.729360e-01, 6.311424e-03, -6.674597e+01
1.435392000000e-03, -5.996581e-01, 6.322176e-03, -7.332542e+01
1.446144000000e-03, -5.349292e-01, 6.332928e-03, -7.633458e+01
1.456896000000e-03, -4.237909e-01, 6.343680e-03, -7.251301e+01
1.467648000000e-03, -2.723498e-01, 6.354432e-03, -6.932080e+01
1.478400000000e-03, -1.868588e-01, 6.365184e-03, -6.681763e+01
1.489152000000e-03, -8.671227e-02, 6.375936e-03, -6.541549e+01
1.499904000000e-03, 7.083537e-02, 6.386688e-03, -6.513870e+01
1.510656000000e-03, 2.039570e-01, 6.397440e-03, -6.562880e+01
1.521408000000e-03, 2.992184e-01, 6.408192e-03, -6.491247e+01
1.532160000000e-03, 3.944797e-01, 6.418944e-03, -6.305646e+01
1.542912000000e-03, 5.385931e-01, 6.429696e-03, -6.261187e+01
1.553664000000e-03, 6.204202e-01, 6.440448e-03, -6.442799e+01
1.564416000000e-03, 6.753786e-01, 6.451200e-03, -6.858133e+01
1.575168000000e-03, 7.608696e-01, 6.461952e-03, -7.526509e+01
1.585920000000e-03, 8.292624e-01, 6.472704e-03, -8.516530e+01
1.596672000000e-03, 8.573523e-01, 6.483456e-03, -7.687413e+01
1.607424000000e-03, 8.475819e-01, 6.494208e-03, -7.123895e+01
1.618176000000e-03, 8.817783e-01, 6.504960e-03, -6.806290e+01
1.628928000000e-03, 8.781144e-01, 6.515712e-03, -6.627450e+01
1.639680000000e-03, 8.378115e-01, 6.526464e-03, -6.553223e+01
1.650432000000e-03, 8.182707e-01, 6.537216e-03, -6.583514e+01
1.661184000000e-03, 8.097216e-01, 6.547968e-03, -6.772228e+01
1.671936000000e-03, 7.474353e-01, 6.558720e-03, -7.181475e+01
1.682688000000e-03, 6.314119e-01, 6.569472e-03, -7.613176e+01
1.693440000000e-03, 5.764534e-01, 6.580224e-03, -7.886459e+01
1.704192000000e-03, 4.982902e-01, 6.590976e-03, -8.180240e+01
1.714944000000e-03, 3.578408e-01, 6.601728e-03, -7.096678e+01
1.725696000000e-03, 2.234978e-01, 6.612480e-03, -6.200134e+01
1.736448000000e-03, 1.343429e-01, 6.623232e-03, -5.719342e+01
1.747200000000e-03, 2.564729e-02, 6.633984e-03, -5.555512e+01
1.757952000000e-03, -1.428920e-01, 6.644736e-03, -5.681136e+01
1.768704000000e-03, -2.503664e-01, 6.655488e-03, -6.144771e+01
1.779456000000e-03, -3.370787e-01, 6.666240e-03, -7.298068e+01
1.790208000000e-03, -4.567660e-01, 6.676992e-03, -7.628000e+01
1.800960000000e-03, -5.862238e-01, 6.687744e-03, -7.254938e+01
1.811712000000e-03, -6.570591e-01, 6.698496e-03, -7.429263e+01
1.822464000000e-03, -6.839277e-01, 6.709248e-03, -6.862747e+01
1.833216000000e-03, -7.535418e-01, 6.720000e-03, -6.330058e+01
1.843968000000e-03, -8.023938e-01, 6.730752e-03, -6.054927e+01
1.854720000000e-03, -8.243772e-01, 6.741504e-03, -6.020626e+01
1.865472000000e-03, -8.426967e-01, 6.752256e-03, -6.249961e+01
1.876224000000e-03, -8.707866e-01, 6.763008e-03, -6.820804e+01
1.886976000000e-03, -8.512458e-01, 6.773760e-03, -7.926356e+01
1.897728000000e-03, -7.779678e-01, 6.784512e-03, -8.243290e+01
1.908480000000e-03, -7.791891e-01, 6.795264e-03, -7.983982e+01
1.919232000000e-03, -7.413288e-01, 6.806016e-03, -7.407450e+01
1.929984000000e-03, -6.448461e-01, 6.816768e-03, -7.114612e+01
1.940736000000e-03, -5.349292e-01, 6.827520e-03, -7.156991e+01
1.951488000000e-03, -4.750855e-01, 6.838272e-03, -7.508237e+01
1.962240000000e-03, -3.798242e-01, 6.849024e-03, -7.612685e+01
1.972992000000e-03, -2.210552e-01, 6.859776e-03, -7.480002e+01
1.983744000000e-03, -1.135809e-01, 6.870528e-03, -7.266446e+01
1.994496000000e-03, -1.954079e-02, 6.881280e-03, -6.857840e+01
2.005248000000e-03, 1.160235e-01, 6.892032e-03, -6.707764e+01
2.016000000000e-03, 2.747924e-01, 6.902784e-03, -6.784766e+01
2.026752000000e-03, 3.651686e-01, 6.913536e-03, -6.909381e+01
2.037504000000e-03, 4.482169e-01, 6.924288e-03, -7.166642e+01
2.048256000000e-03, 5.837812e-01, 6.935040e-03, -7.465653e+01
2.059008000000e-03, 6.851490e-01, 6.945792e-03, -6.407932e+01
2.069760000000e-03, 7.401075e-01, 6.956544e-03, -5.579505e+01
2.080512000000e-03, 7.828530e-01, 6.967296e-03, -4.951460e+01
2.091264000000e-03, 8.378115e-01, 6.978048e-03, -4.554993e+01
2.102016000000e-03, 8.500245e-01, 6.988800e-03, -4.398511e+01
2.112768000000e-03, 8.463606e-01, 6.999552e-03, -4.488611e+01
2.123520000000e-03, 8.829996e-01, 7.010304e-03, -4.860038e+01
2.134272000000e-03, 9.025403e-01, 7.021056e-03, -5.634239e+01
2.145024000000e-03, 8.695653e-01, 7.031808e-03, -7.680946e+01
2.155776000000e-03, 7.975086e-01, 7.042560e-03, -7.145592e+01
2.166528000000e-03, 7.914021e-01, 7.053312e-03, -7.091491e+01
2.177280000000e-03, 7.340010e-01, 7.064064e-03, -6.953552e+01
2.188032000000e-03, 6.045433e-01, 7.074816e-03, -7.055153e+01
2.198784000000e-03, 5.141671e-01, 7.085568e-03, -7.482217e+01
2.209536000000e-03, 4.384465e-01, 7.096320e-03, -8.954584e+01
2.220288000000e-03, 3.212018e-01, 7.107072e-03, -7.922034e+01
2.231040000000e-03, 1.599902e-01, 7.117824e-03, -7.367272e+01
2.241792000000e-03, 6.839277e-02, 7.128576e-03, -7.219302e+01
2.252544000000e-03, -3.175379e-02, 7.139328e-03, -7.265019e+01
2.263296000000e-03, -1.880801e-01, 7.150080e-03, -7.337267e+01
2.274048000000e-03, -3.199805e-01, 7.160832e-03, -7.255289e+01
2.284800000000e-03, -4.054714e-01, 7.171584e-03, -7.235474e+01
2.295552000000e-03, -4.848559e-01, 7.182336e-03, -7.563109e+01
2.306304000000e-03, -5.984368e-01, 7.193088e-03, -7.545900e+01
2.317056000000e-03, -6.668295e-01, 7.203840e-03, -6.904301e+01
2.327808000000e-03, -7.132389e-01, 7.214592e-03, -6.772404e+01
2.338560000000e-03, -7.828530e-01, 7.225344e-03, -7.109426e+01
2.349312000000e-03, -8.402541e-01, 7.236096e-03, -7.312361e+01
2.360064000000e-03, -8.451393e-01, 7.246848e-03, -6.965794e+01
2.370816000000e-03, -8.158281e-01, 7.257600e-03, -7.018242e+01
2.381568000000e-03, -8.500245e-01, 7.268352e-03, -7.427983e+01
2.392320000000e-03, -8.329263e-01, 7.279104e-03, -7.888884e+01
2.403072000000e-03, -7.743039e-01, 7.289856e-03, -7.937875e+01
2.413824000000e-03, -7.254519e-01, 7.300608e-03, -7.587521e+01
2.424576000000e-03, -6.998046e-01, 7.311360e-03, -7.219342e+01
2.435328000000e-03, -6.191989e-01, 7.322112e-03, -7.107611e+01
2.446080000000e-03, -4.824133e-01, 7.332864e-03, -7.328310e+01
2.456832000000e-03, -4.164631e-01, 7.343616e-03, -7.969259e+01
2.467584000000e-03, -3.285296e-01, 7.354368e-03, -8.166212e+01
2.478336000000e-03, -1.795310e-01, 7.365120e-03, -7.922864e+01
2.489088000000e-03, -3.786029e-02, 7.375872e-03, -7.713337e+01
2.499840000000e-03, 5.251588e-02, 7.386624e-03, -7.418634e+01
2.510592000000e-03, 1.624328e-01, 7.397376e-03, -7.214312e+01
2.521344000000e-03, 3.273083e-01, 7.408128e-03, -7.087486e+01
2.532096000000e-03, 4.262335e-01, 7.418880e-03, -7.053539e+01
2.542848000000e-03, 5.043967e-01, 7.429632e-03, -7.204033e+01
2.553600000000e-03, 6.082072e-01, 7.440384e-03, -7.711893e+01
2.564352000000e-03, 7.107963e-01, 7.451136e-03, -8.386896e+01
2.575104000000e-03, 7.559844e-01, 7.461888e-03, -7.465458e+01
2.585856000000e-03, 7.755252e-01, 7.472640e-03, -7.121167e+01
2.596608000000e-03, 8.292624e-01, 7.483392e-03, -7.066279e+01
